text,label
"I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.",positive
"The crêpe was delicate and thin and moist.",positive
"Awful service.",negative
"Won't ever go here again.",negative
"Food quality has been horrible.",negative
"For that price I can think of a few place I would have much rather gone.",negative
"The service here is fair at best.",negative
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",negative
"Do yourself a favor and stay away from this dish.",negative
"Very poor service.",negative
"No one at the table thought the food was above average or worth the wait that we had for it.",negative
"Best service and food ever, Maria our server was so good and friendly she made our day.",positive
"They were excellent.",positive
"I paid the bill but did not tip because I felt the server did a terrible job.",negative
"Just had lunch here and had a great experience.",positive
"I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.",negative
"Food is way overpriced and portions are fucking small.",negative
"I recently tried Caballero's and I have been back every week since!",positive
"for 40 bucks a head, i really expect better food.",negative
"The food came out at a good pace.",positive
"I ate there twice on my last visit, and especially enjoyed the salmon salad.",positive
"I won't be back.",negative
"We could not believe how dirty the oysters were!",negative
"This place deserves no stars.",negative
"I would not recommend this place.",negative
"In fact I'm going to round up to 4 stars, just because she was so awesome.",positive
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",negative
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",negative
"the potatoes were great and so was the biscuit.",positive
"I probably would not go here again.",negative
"So flavorful and has just the perfect amount of heat.",positive
"The price is reasonable and the service is great.",positive
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",negative
"My fella got the huevos rancheros and they didn't look too appealing.",negative
"Went in for happy hour, great list of wines.",positive
"Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!",positive
"I probably won't be coming back here.",negative
"Worst food/service I've had in a while.",negative
"This place is pretty good, nice little vibe in the restaurant.",positive
"Talk about great customer service of course we will be back.",positive
"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",negative
"I love their fries and their beans.",positive
"Always a pleasure dealing with him.",positive
"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",positive
"This place is awesome if you want something light and healthy during the summer.",positive
"For sushi on the Strip, this is the place to go.",positive
"The service was great, even the manager came and helped with our table.",positive
"The feel of the dining room was more college cooking course than high class dining and the service was slow at best.",negative
"I started this review with two stars, but I'm editing it to give it only one.",negative
"this is the worst sushi i have ever eat besides Costco's.",negative
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",positive
"My boyfriend and i sat at the bar and had a completely delightful experience.",positive
"Weird vibe from owners.",negative
"There was hardly any meat.",negative
"I've had better bagels from the grocery store.",negative
"Go To Place for Gyros.",positive
"I love the owner/chef, his one authentic Japanese cool dude!",positive
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",negative
"I found a six inch long piece of wire in my salsa.",negative
"The service was terrible, food was mediocre.",negative
"We definately enjoyed ourselves.",positive
"I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.",negative
"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",negative
"I had about two bites and refused to eat anymore.",negative
"The service was extremely slow.",negative
"After 20 minutes wait, I got a table.",negative
"Seriously killer hot chai latte.",positive
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",negative
"My boyfriend tried the Mediterranean Chicken Salad and fell in love.",positive
"Their rotating beers on tap is also a highlight of this place.",positive
"Pricing is a bit of a concern at Mellow Mushroom.",negative
"Worst Thai ever.",negative
"If you stay in Vegas you must get breakfast here at least once.",positive
"I want to first say our server was great and we had perfect service.",positive
"The pizza selections are good.",positive
